link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/tim-scott-senate-republicans-november-election_n_631ef3a4e4b027aa405d4f5e,Sen. Tim Scott Downplays Electability Concerns Over Struggling Senate GOP Candidates,POLITICS,"""Who we have on the field is who we’re gonna play,” Scott told ""Fox News Sunday.""",Marita Vlachou,2022-09-12
https://www.huffpost.com/entry/winter-olympics-mascots_n_61f5406fe4b02de5f5196f98,Winter Olympics Mascots Through The Years,SPORTS,"Bing Dwen Dwen the panda is the official mascot for the 2022 Beijing Olympics, but there were plenty before.","The Associated Press, AP",2022-01-29
https://www.huffingtonpost.com/entry/7-italian-towns-that-arent-rome-or-florence-you_us_5abd3445e4b08e6928257c9d,7 Italian Towns (That Aren’t Rome Or Florence) You Have To Visit,TRAVEL,"When there’s nary a single nook or cranny of the entire country that’s not absolutely stunning, we figured it would be worth it to venture beyond our familiar Italian horizons (yep, even beyond Cinque Terre and Positano).","PureWow, Editorial Partner",2018-03-30
https://www.huffingtonpost.com/entry/family-vacation-travel-tips_us_5af48926e4b0e57cd9f770fd,How To Plan A Family Vacation According To Travel Experts,TRAVEL,"If you're overwhelmed, start here.",Taylor Pittman,2018-05-11
https://www.huffpost.com/entry/extreme-heat-cold-kill-coronavirus_l_5e95f1cac5b6044bb74eb6c4,Does Extreme Heat Or Cold Kill Coronavirus?,WELLNESS,Here's what experts know about how COVID-19 survives or spreads in hot or freezing temperatures.,Lindsay Holmes,2020-04-15
https://www.huffingtonpost.com/entry/sec-eog-divest_us_5ad628b7e4b016a07ea110b1,The SEC Just Made The Case For Divesting From Fossil Fuel Companies Much Stronger,BUSINESS,"The agency's ruling in a little-noticed case last month has knocked the wind out of the push for shareholder activism, a favorite neoliberal tactic to address climate change.",Alexander C. Kaufman,2018-04-17
https://www.huffingtonpost.com/entry/prince-harry-meghan-markle-honeymoon_us_5aea069ce4b00f70f0eea54f,7 Places Prince Harry And Meghan Markle Might Honeymoon,TRAVEL,Where oh where will the royal newlyweds go?,Taylor Pittman,2018-05-02
https://www.huffingtonpost.com/entry/martin-shkreli-sentenced_us_5aa2d9b2e4b086698a9d9a82,'Pharma Bro' Martin Shkreli Gets 7 Years For Defrauding Investors,BUSINESS,He made headlines by jacking up the price of a lifesaving drug.,"Brendan Pierson, Reuters",2018-03-09
https://www.huffpost.com/entry/introvert-tweets-may_l_5ee9a9c9c5b695286b78d0ca,18 Tweets That You'll Totally Get If You're An Introvert,WELLNESS,"""I’m an overthinker so if you don’t give me an answer, I’ll come up with one.""",Sarah Bourassa,2020-06-18
https://www.huffpost.com/entry/gov-brian-kemp-fights-subpoena-in-georgia-election-probe_n_63074a8fe4b0f7df9bb705d2,Gov. Brian Kemp Fights Subpoena In Georgia Election Probe,POLITICS,The judge is presiding over a special grand jury that’s investigating possible illegal attempts to influence the 2020 election in Georgia.,"Kate Brumback, AP",2022-08-25
https://www.huffpost.com/entry/portland-disabled-lawsuit-blocked-sidewalks_n_631a741fe4b046aa0232f7c6,Portland Residents With Disabilities Sue Over City's Blocked Sidewalks,POLITICS,"The lawsuit says allowing homeless people’s tents to block city sidewalks makes it difficult for people using wheelchairs, walkers or canes to use them.","Claire Rush, AP",2022-09-08
https://www.huffingtonpost.com/entry/multi-purpose-travel-essentials-you-need-for-your-next-vacation_us_5aba4d1ce4b054d118e720de,12 Multipurpose Travel Essentials You Need For Your Next Adventure,TRAVEL,Pack with purpose.,Amanda Pena,2018-03-27
https://www.huffingtonpost.com/entry/carnival-cruise-ship-brawl_us_5a8a487ae4b004fc319397f3,Wild Brawls Turn Carnival Ship Into 'Cruise From Hell',TRAVEL,"Twenty-three passengers were removed for ""disruptive and violent acts.”",Ed Mazza,2018-02-19
https://www.huffingtonpost.com/entry/walmart-removing-cosmo-from-checkout_us_5abad5bde4b06409775b0d9f,Walmart Partners With Conservative Group To Remove Cosmo From Checkout Lines,BUSINESS,"“The real world took another step toward its slow and sure conversion to The Handmaid’s Tale this week,” a Vogue editor responded.",Rebecca Shapiro,2018-03-28
https://www.huffpost.com/entry/andrelton-simmons-slowest-pitch_n_6290f379e4b0edd2d02366d7,Watch 'Slowest Pitch On Record' To Make A Batter Miss In Major League Baseball,SPORTS,"Cubs shortstop Andrelton Simmons filled in at pitcher during a lopsided loss to the Reds, and he served up a leisurely lob to the Reds' Kyle Farmer.",Ron Dicker,2022-05-27
https://www.huffpost.com/entry/self-care-feeling-better-pandemic_l_61ba8093e4b0a3722473019f,I Can't Self-Care My Way Into Feeling Better Anymore,WELLNESS,Self-help won't fix COVID. Here’s what to do when all the pandemic mental health advice feels frivolous.,Lindsay Holmes,2021-12-16
https://www.huffingtonpost.com/entry/us-customs-computers-glitch_us_5a4b1460e4b0b0e5a7a811a7,Air Travelers Stuck In Long Lines After U.S. Customs Computers Go Down,TRAVEL,A similar computer outage occurred a year ago.,,2018-01-02
https://www.huffpost.com/entry/winter-olympics-skeleton-isolation_n_61fbba94e4b0b69cfe8a9c8a,Olympian Released From Beijing Isolation Facility After Emotional Video Plea,SPORTS,"When the ambulance that Belgian skeleton racer Kim Meylemans thought was taking her to the Olympic village drove past it, panic set in.","TIM REYNOLDS, AP",2022-02-03
https://www.huffingtonpost.com/entry/starbucks-changes-policy-restrooms_us_5b014261e4b0463cdba30dca,Starbucks Says Anyone Can Now Sit In Its Cafes -- Even Without Buying Anything,BUSINESS,The new policy was unveiled weeks after the controversial arrest of two black men at a Philadelphia Starbucks.,Dominique Mosbergen,2018-05-20
https://www.huffingtonpost.com/entry/passengers-on-deadly-southwest-flight-receive-5000-checks_us_5ad9c3b6e4b03c426dad6772,"Passengers On Deadly Southwest Flight Receive $5,000 Checks",TRAVEL,"""We ... hope you will allow us another opportunity to restore your confidence,"" a letter from the airline said.",Ron Dicker,2018-04-20
https://www.huffpost.com/entry/holiday-sales-rise-despite-supply-issues-omicron_n_61c8d1fee4b0d637ae8de4e5,Holiday Sales Rise Despite Supply Issues And Omicron,BUSINESS,"After omicron hit, some consumers stayed home and shifted their spending to e-commerce -- but sales stayed strong.","Paul Wiseman and Anne D'Innocenzio, AP",2021-12-26
https://www.huffpost.com/entry/starbucks-workers-in-seattle-vote-to-form-union_n_623a6d70e4b019fd81344cd6,Starbucks Workers In Seattle Vote To Form Union,BUSINESS,That makes seven Starbucks stores that have voted to unionize in a matter of months.,Dave Jamieson,2022-03-23
https://www.huffpost.com/entry/mikaela-shiffrin-6-events-2022-olympics_n_620ba34ee4b083bd1cc47b56,Mikaela Shiffrin Jokes About Going Through With ‘A Really Bad Idea’ In Beijing,SPORTS,"The U.S. skier laughed at the thought of entering six Alpine events at the 2022 Winter Olympics, which she confirmed Tuesday she’s intending to do.","HOWARD FENDRICH, AP",2022-02-15
https://www.huffpost.com/entry/marjorie-taylor-greene-reelection-judge_n_62e0371ee4b000da2405775a,Rep. Marjorie Taylor Greene Is Eligible To Run For Reelection: Judge,POLITICS,"Five voters from Greene’s district sought to have her removed from the ballot, saying that she played a significant role in the Jan. 6 attack on the U.S. Capitol.","Kate Brumback, AP",2022-07-26
https://www.huffpost.com/entry/ways-you-can-feel-control-coronavirus_l_5ed11edec5b67d6baf08e545,6 Ways You Can Feel More In Control During The Coronavirus Pandemic,WELLNESS,Our current health crisis can lead to a lot of anxiety about the future. Here's what to do when you feel helpless.,Paige Smith,2020-06-02
https://www.huffpost.com/entry/coronavirus-quarantine-weight-gain_l_5e9068dac5b6e1632269108a,Stop Obsessing Over Quarantine Weight Gain And Cut Yourself Some Slack,WELLNESS,"Here's how to let go of fear around the coronavirus ""Quarantine 15"" and feel good in your body instead.",Christine Byrne,2020-04-10
https://www.huffpost.com/entry/google-plus-security-breach_n_5bbc5fa5e4b0876edaa1535a,"Google Shutters Google+ After Security Flaw Exposed Data Of At Least 500,000 Users",BUSINESS,The company had known about the glitch since March but failed to inform the public.,"Arjun Panchadar, Munsif Vengattil and Paresh Dave, Reuters",2018-10-09
https://www.huffpost.com/entry/muhammad-ali-belt-auction_n_62ddbbafe4b081f3a9008cb6,Muhammad Ali's 'Rumble In The Jungle' Belt Sells For $6.1M,SPORTS,Muhammad Ali’s championship belt from his 1974 “Rumble in the Jungle” heavyweight title fight has sold at auction for $6.18 million.,,2022-07-24
https://www.huffingtonpost.com/entry/los-angeles-vs-san-francisco-which-city-rules-the-west-coast_us_5ade4e10e4b0df502a4ea73e,Los Angeles vs. San Francisco: Which City Rules The West Coast,TRAVEL,"For the most part, Los Angelenos don’t know what it means to walk anywhere, ever. +1: SF 29. The architecture is far more",Gabriela Kruschewsky,2018-04-24
https://www.huffpost.com/entry/katie-ledecky-1500-freestyle_n_610116c3e4b0048f3617f76d,Katie Ledecky Puts Her Up And Down Olympics In Perfect Perspective After Gold,SPORTS,The U.S. swim star had a powerful message after winning the 1500-meter freestyle.,Ron Dicker,2021-07-28
https://www.huffpost.com/entry/lamarr-hoyt-cy-young-dead-66_n_61a7ca7ce4b0ae9a42b71814,1983 AL Cy Young Award Winner LaMarr Hoyt Dies At 66,SPORTS,"The Chicago White Sox said Hoyt died Monday in his hometown of Columbia, South Carolina, following a lengthy illness.",,2021-12-01
https://www.huffingtonpost.com/entry/computer-glitch-american-airlines-holiday-flights-in-jeopardy_us_5a1f01f2e4b01edb1a81bb20,American Airlines ‘Expects To Avoid’ Holiday Disruptions After Scheduling Glitch (UPDATE),TRAVEL,A computer error allowed too many pilots to take vacation.,Sara Boboltz,2017-11-29
https://www.huffingtonpost.com/entry/ex-volkswagen-ceo-charged-in-us-over-emissions-cheating-scandal_us_5aeb74b2e4b0c4f193206c26,Ex-Volkswagen CEO Charged In U.S. Over Emissions Cheating Scandal,BUSINESS,Martin Winterkorn resigned soon after the scandal became public in 2015.,"David Shepardson, Reuters",2018-05-03
https://www.huffpost.com/entry/dakota-access-pipeline-shutdown_n_5f2b31f1c5b6b9cff7ec9c9c,The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate,BUSINESS,The controversial oil route once again fended off an order to shut down -- for now.,Alexander C. Kaufman,2020-08-05
https://www.huffpost.com/entry/donald-trump-jr-dick-pic-fbi-serach-affidavit_n_63097b47e4b063d5e61b9a20,Don Jr. Posts 'Dick Pic' Of Dad After Affidavit Release: 'Redact This!',POLITICS,"""Hang in there, Mr. President,"" goofs one die-hard fan.",Mary Papenfuss,2022-08-27
https://www.huffpost.com/entry/57-votes-in-the-senate-private-equity-diabetics_n_62f14d26e4b09d09a2c60edb,"57 Votes in the Senate: Enough For Private Equity, Not Enough For Diabetics",POLITICS,The latest example of how Senate rules help the powerful.,Kevin Robillard,2022-08-08
https://www.huffpost.com/entry/russian-doping-court-of-arbitration-olympics_n_620610cee4b0e224afc552e2,Urgent Doping Hearing To Decide Russian Figure Skater's Olympic Fate,SPORTS,Kamila Valieva’s right to compete in the women’s event in Beijing will be decided at an urgent hearing at the Court of Arbitration for Sport.,"GRAHAM DUNBAR and JAMES ELLINGWORTH, AP",2022-02-11
https://www.huffpost.com/entry/mykayla-skinner-silver-medal-vault_n_61066e4ee4b0d3b5897e8369,MyKayla Skinner Goes From Sub To Silver Medal Winner In Olympic Vault,SPORTS,The veteran gymnast thought her Olympic dreams were over before she got a second chance because of Simone Biles' withdrawal.,Ron Dicker,2021-08-01
https://www.huffpost.com/entry/bc-us-voting-rights-georgia_n_6300ef0ae4b052615d720564,"Judge Won't Block Georgia Ban On Bringing Food, Water To Voters In Line",POLITICS,Voting rights groups are dismayed about a ruling that upholds a ban on giving drinks and snacks to people waiting to vote.,"Kate Brumback, AP",2022-08-20
https://www.huffpost.com/entry/airbnb-bans-open-invite-parties_n_5de9bb22e4b0d50f32b12dae,"Airbnb Bans Open-Invite Parties, Unruly Guests After Fatal Halloween Shooting",BUSINESS,The company is revamping its guest standards and banning open-invite parties across the app after a shooting at a San Francisco rental left five people dead.,Carla Herreria Russo,2019-12-06
https://www.huffpost.com/entry/cdc-how-long-protected-covid-19_l_5f37d70dc5b6959911e5154c,Here's How Long You're Protected From COVID-19 After Recovery,WELLNESS,The Centers for Disease Control and Prevention posted new guidance for people who've recovered from the coronavirus.,Lindsay Holmes,2020-08-15
https://www.huffpost.com/entry/rusty-bowers-donald-trump-arizona-gop_n_62e7a6fbe4b00fd8d8411100,Arizona's Rusty Bowers Comes Out Against A 2024 Trump Bid,POLITICS,The state House speaker testified before the Jan. 6 committee investigating Trump's efforts to cling to power.,Marita Vlachou,2022-08-01
https://www.huffpost.com/entry/what-to-do-sneeze-cough-coronavirus_l_5f6b81c6c5b629afbe99b81a,Here's What To Do If Someone Sneezes Or Coughs Near You,WELLNESS,This expert tip could help you dodge potential COVID-19 particles from a sneeze or cough.,Elyse Wanshel,2020-09-24
https://www.huffpost.com/entry/rei-workers-berkeley-store-union_n_6307a5f4e4b0f72c09ded80d,REI Workers At Berkeley Store Vote To Unionize In Another Win For Labor,BUSINESS,They follow in the footsteps of REI workers in New York City who formed a union earlier this year.,Dave Jamieson,2022-08-25
https://www.huffpost.com/entry/lisa-leslie-brittney-griner_n_623f1e7be4b0ccd4f51ff062,WNBA Legend Lisa Leslie: We Were Told Not To Make 'Big Fuss' Over Brittney Griner,SPORTS,"When Brittney Griner was arrested in Russia, there were fears she'd be used as a ""political pawn,"" Lisa Leslie said on a podcast.",Hilary Hanson,2022-03-26
https://www.huffpost.com/entry/senate-republicans-veterans-health-bill-pact-act_n_62e97e2ee4b09d14dc4731d3,"Senate Republicans Fold, Help Pass Veterans Health Bill After Blocking It",POLITICS,"The PACT Act, which will help veterans suffering from illnesses caused by toxic burn pits, now heads to the president’s desk.",Jennifer Bendery,2022-08-02
https://www.huffpost.com/entry/mike-krzyzewski-grandson-michael-savarino-dui_n_619500ece4b07fe20104b884,"Michael Savarino, Mike Krzyzewski's Grandson Who Plays For Duke, Faces DUI Charge",SPORTS,"""We'll handle that internally,"" the Duke coach said after Savarino and star teammate Paolo Banchero were pulled over.",,2021-11-17
https://www.huffpost.com/entry/starbucks-leaves-russian-market-shuts-stores_n_628b9804e4b05cfc268f4413,"Starbucks Leaving Russian Market, Shutting 130 Stores",BUSINESS,Starbucks' move follows McDonald's exit from the Russian market last week.,"DEE-ANN DURBIN, AP",2022-05-23
https://www.huffpost.com/entry/is-coronavirus-mutating-more-contagious_l_5eb557efc5b61fe0f57b7cde,Is The Coronavirus Mutating And Becoming More Contagious?,WELLNESS,Here's what you should know about a study that claims a new dominant strain of the virus could spread faster than the original.,Jenna Birch,2020-05-09
https://www.huffpost.com/entry/judge-liv-golf-saudi-pga-tour_n_62f2e9dae4b0acf9d002c583,Judge: 3 Players Who Joined Saudi-Backed Golf Tour Can't Compete In PGA Postseason,SPORTS,Three suspended golfers who joined LIV Golf won't be allowed to compete in the PGA Tour's postseason.,"Janie McCauley, AP",2022-08-09
https://www.huffpost.com/entry/kash-patel-claim-life-in-danger-fbi-mar-a-lago-affidavit_n_630ac58ae4b07744a2f79726,Kash Patel Says His Life's In Danger Because He's In FBI Affidavit,POLITICS,"In a message posted on Truth Social, Patel called it a “vicious attack from DOJ/FBI.""",Mary Papenfuss,2022-08-28
https://www.huffpost.com/entry/vulnerable-house-dems-see-abortion-as-winning-campaign-theme_n_62e6847ee4b006483a9e59ea,Vulnerable House Dems See Abortion As Winning Campaign Theme,POLITICS,"The Supreme Court decision on abortion has scrambled the political dynamics heading into the November elections, when control of Congress is at stake.","Thomas Beaumont, AP",2022-07-31
https://www.huffpost.com/entry/sept-11-anniversary-biden_n_631e6071e4b027aa405cf306,"Biden Honors 9/11 Victims, Vows Commitment To Thwart Terror",POLITICS,"President Joe Biden has marked the 21st anniversary of the Sept. 11 attacks, taking part in a somber wreath-laying ceremony held at the Pentagon under a steady rain.","COLLEEN LONG and AAMER MADHANI, AP",2022-09-11
https://www.huffingtonpost.com/entry/inexpensive-places-to-go-for-spring-break-2018_us_5aa6d8d4e4b087e5aaecca0a,14 Gorgeous And Inexpensive Places To Go For Spring Break,TRAVEL,Last-minute spring break ideas that won't break the bank.,Brittany Nims,2018-03-12
https://www.huffingtonpost.com/entry/travel-sites-that-accept-paypal_us_5aaa8b10e4b0d28151d29e40,12 Travel Sites That Accept PayPal,TRAVEL,Forget plugging in all of your credit card details,Amanda Pena,2018-03-16
https://www.huffpost.com/entry/tape-face-winter-olympics_n_620507c6e4b04af87f3967b0,Athletes Are Taping Their Faces At Winter Olympics But Maybe They Shouldn't,SPORTS,The CEO of a popular brand of kinesiology tape said his company doesn't endorse its use on the face.,Ron Dicker,2022-02-10
https://www.huffpost.com/entry/21-things-buy-yourself-if-had-long-week_l_611422b5e4b0a3256ab06089,21 Things To Buy To Spoil Yourself If You've Had A Long Week,WELLNESS,"It's finally the weekend, so treat yourself to face masks, plush blankets and more goods that'll help you relax.","Nusrat Sultana and Genevieve Scarano, BuzzFeed Shopping",2021-08-12
https://www.huffpost.com/entry/february-2022-jobs-report_n_6222140ae4b012a262898f05,"U.S. Added 678,000 Jobs In February As Omicron Eases",BUSINESS,Unemployment fell to 3.8% as the economy continues its pandemic recovery.,"Christopher Rugaber, AP",2022-03-04
https://www.huffpost.com/entry/kody-clemens-strikes-out-shohei-otani_n_63177ba5e4b0faa556c18078,"Kody Clemens Strikes Out MVP Shohei Ohtani, Trails Dad Roger By 4,671 Ks",SPORTS,The Detroit Tigers' rookie utility player got pressed into relief-pitching duty in a 10-0 loss to the Angels.,,2022-09-06
https://www.huffpost.com/entry/anthony-ornato-retires-secret-service-trump-adviser_n_630dff01e4b065bfc4b20e38,Secret Service Official And Ex-Trump Aide Tony Ornato Retires Amid Jan. 6 Probe,POLITICS,"Ornato, who at one point served as a White House political adviser, is said to have witnessed Trump lunge at a Secret Service agent during the Capitol attack.",Nina Golgowski,2022-08-30
https://www.huffpost.com/entry/lilly-king-tokyo-olympics-trait_n_610503aae4b0d3b5897dddf3,Olympic Swimmer Lilly King Says This 1 American Trait Is 'Bulls**t',SPORTS,"The swim star said it wasn't excused by America maybe having ""extremely high standards for this sort of thing.""",Lee Moran,2021-07-31
https://www.huffpost.com/entry/self-gaslighting-how-to-spot_l_61c341cbe4b061afe39a5663,Are You Self-Gaslighting? Here's How To Spot The Destructive Behavior.,WELLNESS,"If you ever find yourself discrediting your emotions or questioning your memories, these tips can help.",Ashley Broadwater,2021-12-27
https://www.huffpost.com/entry/biden-covid-improves_n_62dda60ae4b0a6852c38f22d,"Biden Improves 'Significantly,' Throat Still Sore From COVID",POLITICS,"President Joe Biden's physician, Dr. Kevin O'Connor, says Biden continues to “improve significantly” despite a lingering sore throat.","CHRIS MEGERIAN, AP",2022-07-24
https://www.huffpost.com/entry/trump-attorneys-file-do-over-motion-mar-a-lago-search-fbi_n_6309a543e4b065bfc4af0c30,Trump Attorneys File Do-Over Motion Regarding Mar-A-Lago Search,POLITICS,The former president's legal team followed a judge's order to polish a filing about the FBI seizure of government documents from his estate.,Mary Papenfuss,2022-08-27
https://www.huffpost.com/entry/contraception-abortion-roe_n_62e18598e4b07f83766b7e06,GOP Sen. Joni Ernst Blocks Bill Protecting Right To Birth Control,POLITICS,Republican lawmakers are celebrating the end of nationwide abortion rights while blocking federal protections for birth control.,Igor Bobic,2022-07-27
https://www.huffpost.com/entry/prepare-covid-coronavirus-vaccine_l_6008dc15c5b6df63a91ce50a,When Can You Get The COVID-19 Vaccine — And What Can You Do Now?,WELLNESS,"Here's how to figure out when it's your turn to receive the coronavirus shots, where you can find appointments and more.",Catherine Pearson,2021-01-21
https://www.huffpost.com/entry/dhs-jan-6-missing-texts_n_62e3a22ce4b07f83766e534f,DHS Watchdog Fails To Notify Congress Over Missing Jan. 6 Texts Of 2 Trump Officials,POLITICS,"The phones of Homeland Security leaders Chad Wolf and Ken Cuccinelli reportedly were wiped, much like those of Trump's Secret Service agents.",Marita Vlachou,2022-07-29
https://www.huffingtonpost.com/entry/gordon-ramsay-is-improving-airport-eats-around-the_us_5a1f32a3e4b02edd56c6d64e,Gordon Ramsay Is Improving Airport Eats Around The World,TRAVEL,Soon there may be no reason to complain about airport dining ever again.,"Refinery29, ContributorThe #1 new-media brand for smart, creative and stylish women e...",2017-11-29
https://www.huffingtonpost.com/entry/what-flight-attendants-always-have-on-them-when-they-fly_us_5aa04e92e4b0d4f5b66d0d2e,12 Things Flight Attendants Always Have With Them When They Fly,TRAVEL,From lip balm to a bullet journal to a selfie stick.,Caroline Bologna,2018-03-12
https://www.huffpost.com/entry/jennifer-granholm-gas-prices_n_630370e2e4b035629bfca7ed,"Gas Prices Are Falling, But Global Events Could Cause Increase, Energy Secretary Warns",POLITICS,Jennifer Granholm said the U.S. will produce a record amount of oil next year.,Marita Vlachou,2022-08-22
https://www.huffpost.com/entry/dow-drops-financial-markets_n_61eeed38e4b05788adbdb734,"Stocks Climb Back After Steep Slide On Fed, Ukraine Jitters",BUSINESS,"Stocks notched modest gains after climbing back from a steep slide that had knocked more than 1,200 points off the Dow Jones Industrial Average.","DAMIAN J. TROISE and ALEX VEIGA, AP",2022-01-24
https://www.huffingtonpost.com/entry/bank-of-america-remington-gun-pledge_us_5af1455ce4b0c4f193262502,Bank Of America Appears To Flip On Firearm Promise With Loan To Remington,BUSINESS,The bank pledged in April to stop financing companies that sell military-style firearms to civilians. Remington made the Bushmaster rifle used in the Sandy Hook school massacre.,Dominique Mosbergen,2018-05-08
https://www.huffpost.com/entry/google-sex-harassment-shareholder-settlement_n_5f6e8b0ac5b64deddeede018,Google's Alphabet Settles With Shareholders Over Payoffs To Execs Accused Of Harassment,BUSINESS,"Android creator Andy Rubin, accused of sexual harassment, was given a severance package worth $240 million, according to the lawsuit.",Mary Papenfuss,2020-09-26
https://www.huffpost.com/entry/afghan-adjustment-act-congress_n_6324ad6ee4b027aa4065ebef,Bill To Help Afghans Who Escaped Taliban Faces Long Odds In The Senate,POLITICS,Republican outrage over the shoddy U.S. withdrawal from Afghanistan hasn’t spurred support for resettling refugees.,Hamed Ahmadi and Arthur Delaney,2022-09-16
https://www.huffpost.com/entry/river-radamus-skier-olympics-mother_n_61fd41cae4b05004242c865a,U.S. Skier River Radamus Posts Sweet Message To His Mom As 2022 Olympics Kick Off,SPORTS,"Momma, he made it.",Carly Ledbetter,2022-02-04
https://www.huffpost.com/entry/jewel-mental-health_l_5ef51e32c5b612083c4af7c4,Jewel On Living With A Mental Health Condition During A Pandemic,WELLNESS,The singer opened up to HuffPost about managing her anxiety right now and how she's advocating for kids' well-being.,Leena Tailor,2020-06-26
https://www.huffpost.com/entry/safe-uber-lyft-taxi-coronavirus_l_5ee15384c5b6b74caf872e23,"Is It Safe To Take An Uber, Lyft Or Taxi During Coronavirus?",WELLNESS,What you should know about the risks of cabs or rideshare services amid the pandemic.,Caroline Bologna,2020-06-15
https://www.huffingtonpost.com/entry/bouncing-around-colorado-springs-in-the-dead-of-winter_us_5a4cee9be4b0df0de8b06e89,Bouncing Around Colorado Springs In The Dead Of Winter,TRAVEL,"Mention Colorado Springs and you probably think of Pikes Peak, the highest mountain in the southern Front Range of the Rockies","Christopher Elliott, ContributorAuthor, How to Be the World's Smartest Traveler (and Save Time...",2018-01-03
https://www.huffpost.com/entry/lindsey-graham-warning-riots-trump-charged-classified-documents_n_630c2ab3e4b07744a2f82df7,Lindsey Graham Warns Of 'Riots In Streets' If Trump Is Charged Over Classified Docs,POLITICS,"“Most Republicans, including me, believe when it comes to Trump, there is no law,"" Graham said on Fox News. ""It's all about getting him.""",Mary Papenfuss,2022-08-29
https://www.huffpost.com/entry/tom-brady-batting-practice-rob-gronkowski_n_628e1f03e4b0cda85db88aed,Tom Brady Takes Batting Practice. Gronk Shags The Balls. Enough Said.,SPORTS,The Tampa Bay Buccaneers quarterback showed the baseball skills that once got him drafted by the Montreal Expos.,Ron Dicker,2022-05-25
https://www.huffpost.com/entry/novavax-covid-vaccine_l_62a252e7e4b0c770989de2ff,"The Most Common Questions About The Novavax COVID Vaccine, Answered",WELLNESS,"How is the shot different from Pfizer, Moderna and J&J? Does it work against new variants? Here's what to know.",Ashley Broadwater,2022-06-10
https://www.huffpost.com/entry/anxiety-lockdown-ending-how-to-cope_l_5edfcba7c5b6be7010391df8,"Why You’re Having Anxiety Over Lockdown Ending, And How To Cope",WELLNESS,Therapists share ways to manage your anxiety and stress as coronavirus restrictions lift and the vaccine rollout continues.,Brittany Wong,2020-06-10
https://www.huffingtonpost.com/entry/myfitnesspal-security-breach_us_5abd5859e4b0a47437a9a459,"MyFitnessPal Security Breach Affects 150 Million Users, Under Armour Reports",BUSINESS,The company alerted its app users four days after learning of the hack.,Carla Herreria,2018-03-30
https://www.huffingtonpost.com/entry/sexual-harassment-complaint-contract-warehouse_us_5ae9cb66e4b06748dc8e802b,"Women Describe Rampant Groping, Sexual Harassment At Verizon-Contracted Warehouse",BUSINESS,Verizon launched an investigation soon after HuffPost reached out for comment.,Emily Peck,2018-05-02
https://www.huffpost.com/entry/what-is-toxic-positivity-coronavirus_l_5f04bca0c5b67a80bbff7cd3,What Is Toxic Positivity? Why It’s OK To Not Be OK Right Now.,WELLNESS,"If you're telling yourself everything will be fine and focusing only on positive or happy emotions during the coronavirus pandemic, you probably need to read this.",Brittany Wong,2020-07-08
https://www.huffpost.com/entry/2020-self-care-radical-act_l_5f89b98ec5b69daf5e12b779,"In 2020, Self-Care Is Becoming A More Radical Act",WELLNESS,Gone are the days of pampering in the name of mental health. Taking care of ourselves now requires real and uncomfortable work.,Paige Smith,2020-10-26
https://www.huffingtonpost.com/entry/monster-energy-sexual-discrimination-women_us_5aba7f31e4b04a59a31208c9,Trapped Inside The Monster Energy Frat House,BUSINESS,A woman who worked at the drink company said she was sexually harassed and abruptly fired. This is what can happen when a boys club runs amok.,Emily Peck,2018-03-29
https://www.huffpost.com/entry/robert-murray-dead-coal-baron_n_5f965c48c5b6e7772656dc02,"Robert Murray, Controversial Coal Baron, Dead At 80",BUSINESS,Murray fought federal mine safety regulations for years.,,2020-10-26
https://www.huffpost.com/entry/novak-djokovic-tokyo-olympics-racket_n_610521dce4b0fd216c25f7ce,"Novak Djokovic’s Racket Ends Up Just Like His Golden Slam Dreams, In Absolute Ruins",SPORTS,The Serbian superstar's racket received the brunt of his temper tantrum during his loss to Spain's Pablo Carreño Busta in the bronze medal match.,Lee Moran,2021-07-31
https://www.huffpost.com/entry/big-air-tiger-costume_n_620cbab8e4b055057aa7f407,Olympic Snowboarder Roars Back From Injury With Some Big-Cat Energy,SPORTS,"A knee injury prevented France’s Lucile Lefevre from trying any tricks, so she broke out a tiger outfit instead.","JAKE SEINER, AP",2022-02-16
https://www.huffpost.com/entry/erin-jackson-speedskating-gold_n_62091d2de4b0e224afc8b731,Erin Jackson Makes History With Speedskating Gold Medal Win For U.S.,SPORTS,She has become the first Black woman to win a speedskating medal at the Winter Olympics.,"Paul Newberry, AP",2022-02-13
https://www.huffingtonpost.com/entry/zuckerberg-facebook-cambridge-analytica_us_5ab26e91e4b008c9e5f3584d,Mark Zuckerberg Addresses Cambridge Analytica Incident As Facebook Fumbles,BUSINESS,We've been burned many times before. Why should we trust Facebook again?,Ryan Grenoble,2018-03-21
https://www.huffpost.com/entry/fake-heiress-trump-mar-a-lago-security-breach_n_630ae229e4b088f74234e48b,FBI Probing Russian-Speaking Fake Heiress Who Infiltrated Mar-A-Lago: Report,POLITICS,The startling case underscores the security challenges of Donald Trump’s resort even as the former president stashed top-secret U.S. government files there.,Mary Papenfuss,2022-08-28
https://www.huffpost.com/entry/trader-joes-rebranding-petition_n_5f16085dc5b6cac5b7303ec4,Trader Joe's Says It's Rebranding Some Products After Petition Calls Them Racist,BUSINESS,"The brand claims it decided to repackage products labeled ""Trader Ming's,"" ""Trader Giotto's,"" ""Arabian Joe,"" and more ""several years ago,"" not because of the petition.",Jenna Amatulli,2020-07-20
